source,target,distance_km
281,7587,0.480165
282,2177,0.082144
282,16601,0.1251
282,6995,0.13416
282,14643,0.180429
282,1024,0.193099
283,14,0.033358
283,14542,0.082102
283,12064,0.100394
283,12107,0.108104
283,17895,0.134135
284,15684,0.075806
284,14033,0.087185
284,5474,0.116344
284,18363,0.116345
284,12185,0.14347
285,4180,0.093627
285,14672,0.150663
285,15391,0.174965
285,14611,0.232734
285,1177,0.326011
286,6018,0.093448
286,1214,0.125126
286,9764,0.172845
286,15784,0.22239
286,15156,0.234999
287,14660,0.203381
287,12421,0.261692
287,18122,0.286934
287,18042,0.320085
287,8327,0.320261
288,15348,0.088956
288,14254,0.152044
288,3915,0.154064
288,1864,0.208612
288,1726,0.234762
289,13157,0.088956
289,6645,0.093631
289,8580,0.100075
289,11413,0.153233
289,8980,0.21386
290,18067,0.087063
290,18960,0.134038
290,10265,0.150103
290,14599,0.163884
290,16720,0.163886
291,6246,0.082387
291,2412,0.116567
291,10216,0.122314
291,14664,0.13431
291,11127,0.169582
292,13515,0.011119
292,164,0.177912
292,3442,0.193792
292,15762,0.266562
292,1266,0.306287
293,13397,0.044478
293,18211,0.074945
293,16065,0.082034
293,12565,0.108052
293,10046,0.111195
294,11144,0.152933
294,5903,0.155673
294,4301,0.200349
294,17104,0.228543
294,11577,0.400302
295,15596,0.022239
295,11845,0.134076
295,1554,0.153024
295,922,0.200629
295,4849,0.255866
296,1529,0.078112
296,8368,0.150172
296,7289,0.174186
296,7066,0.177912
296,7032,0.224915
297,4483,0.143513
297,601,0.150548
297,16601,0.155673
297,18409,0.164294
297,18489,0.169113
298,20391,0.122314
298,9361,0.143465
298,5576,0.151595
298,13934,0.159931
298,18295,0.164128
299,15514,0.315953
299,12147,0.343527
299,8313,0.375323
299,16352,0.393338
299,1897,0.43258
300,14120,0.077836
300,10844,0.087371
300,15864,0.087371
300,9222,0.134237
300,15319,0.156843
301,8318,0.055597
301,12856,0.087012
301,12634,0.100075
301,6644,0.144553
301,10305,0.149981
302,12265,0.376875
302,10542,0.388153
302,16648,0.417614
302,13181,0.458709
302,14421,0.468314
303,1684,0.075709
303,12564,0.077836
303,16,0.186538
303,15244,0.216026
303,1593,0.224663
304,15024,0.077836
304,10564,0.078372
304,5324,0.12515
304,10885,0.143557
304,1266,0.193133
305,6888,0.075691
305,19922,0.078103
305,11446,0.133434
305,4164,0.208128
305,13804,0.266868
306,16532,0.320313
306,14794,0.643515
306,1197,0.70983
306,10620,0.73668
306,11803,0.80644
307,17679,0.111195
307,11898,0.266649
307,19784,0.266868
307,14382,0.322465
307,8097,0.336023
308,220,0.077836
308,14595,0.087556
308,14596,0.087556
308,11070,0.152467
308,14944,0.166792
309,310,0.0
309,2832,0.066717
309,17097,0.108179
309,5117,0.164402
309,11510,0.22784
310,310,0.0
310,2832,0.066717
310,17097,0.108179
310,5117,0.164402
310,11510,0.22784
311,396,0.153142
311,9307,0.352713
311,10643,0.379326
311,13916,0.389858
311,8490,0.459167
312,14104,0.011119
312,16694,0.122314
312,9366,0.174248
312,640,0.255843
312,4471,0.273394
313,2855,0.077836
313,2734,0.151961
313,4710,0.166792
313,4091,0.287969
313,16594,0.340953
314,14878,0.044478
314,18118,0.134119
314,3743,0.172794
314,2464,0.224185
314,13122,0.22743
315,424,0.044478
315,12988,0.134057
315,3805,0.18283
315,3254,0.224147
315,12689,0.224159
316,3959,0.0874
316,16873,0.100557
316,5064,0.134257
316,5962,0.144553
316,2481,0.16296
317,12468,0.13444
317,4090,0.163112
317,16006,0.173042
317,11991,0.187624
317,2364,0.203575
318,15129,0.0
318,11228,0.081978
318,15115,0.100293
318,1394,0.150179
318,5961,0.156231
319,10025,0.075031
319,11783,0.100403
319,13245,0.153083
319,10059,0.164223
319,12144,0.174448
320,14646,0.075339
320,8052,0.134314
320,8722,0.166792
320,9411,0.468155
320,8829,0.481818
321,4217,0.153161
321,2178,0.234614
321,1727,0.24123
321,16297,0.244629
321,15389,0.267962
322,12593,0.033358
322,6157,0.116266
322,891,0.134048
322,10029,0.153401
322,3071,0.153401
323,6436,0.19298
323,3279,0.224107
323,5397,0.23462
323,9879,0.250326
323,7888,0.277275
324,13982,0.310435
324,495,0.320282
324,8591,0.361076
324,6450,0.409382
324,16644,0.41718
325,3656,0.237638
325,18255,0.286793
325,11467,0.319355
325,14100,0.408531
325,6911,0.416978
326,3935,0.075909
326,18253,0.082166
326,1463,0.122314
326,4939,0.160142
326,14422,0.266868
327,4376,0.075626
327,1,0.152972
327,12369,0.166792
327,15618,0.208035
327,972,0.224687
328,1856,1.04289
328,395,1.196727
328,6685,1.67291
328,2817,1.81378
328,14176,1.817046
329,19243,0.075888
329,5932,0.078294
329,9292,0.093415
329,4870,0.153101
329,12854,0.174511
330,331,0.0
330,9193,0.22239
330,9239,0.287166
330,12139,0.316769
330,7365,0.320283
331,331,0.0
331,9193,0.22239
331,9239,0.287166
331,12139,0.316769
331,7365,0.320283
332,8690,0.201005
332,4938,0.208552
332,7025,0.302495
332,493,0.454393
332,19597,0.526611
333,4321,0.201247
333,5300,0.208784
333,14389,0.255748
333,6984,0.301866
333,7078,0.316186
334,4537,0.16368
334,16573,0.233915
334,16734,0.355824
334,1765,0.385379
334,6584,0.385943
335,6739,0.819686
335,6172,0.872875
335,14163,1.749842
335,9226,2.099328
335,20095,2.227417
336,7512,0.033358
336,8460,0.226203
336,7750,0.277216
336,2072,0.31007
336,3456,0.377805
337,1325,0.033358
337,10138,0.174813
337,5172,0.230072
337,6481,0.287413
337,14875,0.324884
338,1305,0.055597
338,8326,0.075685
338,15909,0.078098
338,4927,0.078098
338,8536,0.093251
339,13463,0.344704
339,5622,0.381036
339,6171,0.39388
339,13078,0.489258
339,15937,0.511967
340,6949,0.077836
340,14688,0.108132
340,4919,0.186818
340,2772,0.193098
340,7756,0.203389
341,15269,0.100621
341,10048,0.108313
341,14452,0.143645
341,69,0.151052
341,3258,0.151052
342,5756,0.162858
342,17930,0.166792
342,12522,0.172804
342,6955,0.208337
342,13566,0.224193
343,10733,0.232514
343,14511,0.241132
343,14510,0.241132
343,3996,0.26706
343,5868,0.287888
344,1421,0.075849
344,11928,0.108111
344,3106,0.125077
344,3029,0.13414
344,16612,0.13414
345,15964,0.164035
345,14440,0.355586
345,3416,0.394096
345,8082,0.414741
345,722,0.416429
346,10357,0.093484
346,2553,0.116453
346,14900,0.22792
346,11256,0.266868
346,14656,0.320524
347,10766,0.022239
347,7222,0.066717
347,11742,0.116539
347,4549,0.143628
347,10788,0.16051
348,17194,0.124984
348,1470,0.267114
348,11521,0.289107
348,17023,0.296361
348,14363,0.385406
349,13291,0.08211
349,12821,0.087222
349,7982,0.153081
349,6141,0.313024
349,11343,0.320056
350,95,0.41108
350,8642,0.526474
350,12275,0.557171
350,6395,0.565432
350,8966,0.683648
351,3000,0.16294
351,7033,0.25035
351,7073,0.309499
351,14939,0.316772
351,10540,0.324687
352,16165,0.074925
352,10286,0.384009
352,2636,0.494304
352,19744,0.522616
352,11546,0.549983
353,11411,0.164144
353,12202,0.246215
353,5413,0.301108
353,5754,0.337936
353,14933,0.380121
354,2004,0.044478
354,15751,0.07836
354,5350,0.087316
354,5131,0.150276
354,2706,0.151913
355,13326,0.087288
355,13516,0.100459
355,7515,0.122314
355,7117,0.164361
355,10154,0.193115
356,357,0.0
356,13509,0.074733
356,5250,0.086967
356,15473,0.14988
356,10204,0.153145
357,357,0.0
357,13509,0.074733
357,5250,0.086967
357,15473,0.14988
357,10204,0.153145
358,3776,0.213894
358,8280,0.389182
358,4469,0.390221
358,189,0.407056
358,15895,0.407056
359,14654,0.100467
359,3747,0.122314
359,15578,0.125131
359,9518,0.125131
359,7021,0.134189
360,3592,0.022239
360,541,0.077836
360,13051,0.082088
360,2037,0.111195
360,9668,0.15998
361,2310,0.075634
361,14858,0.093209
361,5096,0.149624
361,13195,0.162766
361,13285,0.200478
362,9311,0.044478
362,5429,0.108312
362,18003,0.111195
362,3082,0.122314
362,9549,0.134302
363,19563,0.174154
363,18041,0.233509
363,7402,0.237684
363,4089,0.24587
363,20191,0.250602
364,11912,0.108083
364,8462,0.125054
364,19251,0.125054
364,13676,0.162847
364,2478,0.172793
365,5794,0.116205
365,18367,0.224014
365,13534,0.241305
365,8398,0.245188
365,19641,0.260998
366,3058,0.066717
366,5632,0.066717
366,4929,0.163797
366,9299,0.224667
366,10622,0.255809
367,10506,0.044478
367,1735,0.078038
367,10685,0.088956
367,18358,0.111195
367,3260,0.156074
368,6741,0.122314
368,12818,0.125024
368,11447,0.156337
368,16903,0.174287
368,6769,0.231587
369,4160,0.100419
369,14307,0.287941
369,15730,0.306188
369,2511,0.410668
369,10399,0.432503
370,7832,0.077836
370,10119,0.107918
370,7895,0.155978
370,5142,0.177912
370,8141,0.224105
371,861,0.078398
371,12888,0.108213
371,5227,0.116469
371,18467,0.160306
371,15004,0.182951
372,7035,0.100472
372,990,0.134193
372,5851,0.174608
372,16503,0.23213
372,9036,0.245296
373,10249,0.172681
373,13731,0.21127
373,5965,0.224472
373,9858,0.287858
373,4979,0.302218
374,5410,0.087266
374,8443,0.10044
374,8888,0.125109
374,7829,0.134169
374,13996,0.13417
375,13506,0.075784
375,2543,0.077836
375,10607,0.08205
375,15598,0.093331
375,17423,0.093331
376,4196,0.11618
376,4449,0.193131
376,9288,0.300538
376,16645,0.304047
376,6775,0.478336
377,3217,0.111195
377,6469,0.224811
377,5865,0.546886
377,1120,0.71744
377,14921,0.788302
378,857,0.169049
378,10025,0.231858
378,13245,0.238174
378,319,0.305231
378,11783,0.375322
379,8521,0.116211
379,8514,0.155673
379,15576,0.155673
379,7838,0.22239
379,14570,0.224025
380,18203,0.151605
380,14551,0.241295
380,9514,0.268227
380,17833,0.352765
380,16185,0.355824
381,9583,0.075019
381,8452,0.100394
381,3669,0.108104
381,11213,0.156492
381,3588,0.166792
382,12882,0.07503
382,4649,0.122314
382,18293,0.143494
382,6800,0.164222
382,18688,0.193085
383,3161,0.100519
383,1866,0.169323
383,9767,0.203434
383,1255,0.232309
383,15973,0.316751
384,2709,0.011119
384,3930,0.0782
384,19826,0.087172
384,10487,0.088956
384,18782,0.088956
385,7324,0.326138
385,8752,0.374646
385,2621,0.831481
385,18319,0.946066
385,12791,1.081252
386,7169,0.066717
386,1389,0.08195
386,8910,0.08707
386,8704,0.10027
386,11329,0.10027
387,6493,0.15071
387,3441,0.200151
387,18250,0.273976
387,6602,0.300599
387,11320,0.30628
388,2285,0.022239
388,17114,0.082346
388,5966,0.082346
388,10788,0.093591
388,347,0.225862
389,612,0.033358
389,18624,0.033358
389,19445,0.033358
389,16021,0.082089
389,16500,0.100384
390,9195,0.011119
390,4785,0.074892
390,18184,0.134063
390,20145,0.151425
390,10817,0.153015
391,3172,0.077836
391,14227,0.087528
391,10147,0.169677
391,2025,0.201337
391,2121,0.224316
392,871,0.100545
392,4252,0.125193
392,7546,0.153176
392,8726,0.160386
392,6833,0.166792
393,6184,0.07848
393,17033,0.134272
393,10422,0.287233
393,9467,0.302897
393,13597,0.332901
394,3518,0.044478
394,3474,0.164643
394,6537,0.193949
394,5687,0.208689
394,3957,0.213832
395,1856,0.459619
395,328,1.196727
395,10484,1.436206
395,12646,1.516073
395,18119,1.624518
396,311,0.153142
396,10643,0.249802
396,1602,0.311887
396,9307,0.32019
396,11527,0.448947
397,18475,0.088956
397,11358,0.203303
397,642,0.2411
397,176,0.255748
397,17744,0.255816
398,5471,0.1692
398,5864,0.234734
398,7441,0.298706
398,3895,0.332608
398,13713,0.354978
399,14680,0.081932
399,16634,0.152986
399,16592,0.15334
399,4986,0.22239
399,4985,0.22239
400,6587,1.036839
400,17328,1.140679
400,14903,1.607785
400,1334,1.628529
400,17714,1.637669
401,6285,0.078009
401,12029,0.100075
401,3729,0.124923
401,10552,0.133996
401,3931,0.162746
402,15589,0.022239
402,14172,0.100075
402,13681,0.266459
402,5253,0.320202
402,10761,0.365584
403,7253,0.133434
403,17311,0.134042
403,2742,0.143401
403,11157,0.151347
403,144,0.152995
404,7045,0.044478
404,16229,0.044478
404,20132,0.245263
404,2088,0.315894
404,13572,0.335631
405,6189,0.153828
405,12980,0.174536
405,10295,0.301156
405,15158,0.328637
405,150,0.33254
406,12535,0.087384
406,13136,0.108241
406,15935,0.193158
406,17326,0.259355
406,10273,0.29671
407,5817,0.093334
407,7794,0.162838
407,1781,0.172785
407,9420,0.182866
407,1656,0.203354
408,19906,0.082379
408,20116,0.09362
408,6168,0.100075
408,19983,0.157076
408,6799,0.224296
409,9947,0.076005
409,7272,0.537933
409,5855,0.545794
409,7782,0.552114
409,9470,0.554533
410,15736,0.011119
410,15883,0.055597
410,4995,0.22239
410,9329,0.224052
410,5137,0.232452
411,6302,0.208623
411,6301,0.208623
411,20237,0.213816
411,9201,0.395462
411,10060,0.461141
412,16998,0.044478
412,10091,0.088956
412,13867,0.143636
412,15224,0.172929
412,19155,0.242792
413,5496,0.078042
413,9183,0.08703
413,6279,0.133434
413,2019,0.286382
413,517,0.31217
414,6836,0.07812
414,14603,0.108013
414,17398,0.166792
414,7579,0.193031
414,13446,0.261303
415,13921,0.011119
415,14913,0.087385
415,1566,0.087385
415,16476,0.133434
415,15759,0.153175
416,19141,0.111195
416,19565,0.133973
416,19850,0.143336
416,3872,0.149874
416,15333,0.224466
417,8446,0.234709
417,3430,0.287936
417,7646,0.306173
417,10765,0.309462
417,1850,0.35472
418,15592,0.122314
418,12696,0.144553
418,8513,0.168872
418,15453,0.200659
418,15371,0.234675
419,1043,0.100262
419,11347,0.134036
419,14213,0.172729
419,9480,0.213686
419,6539,0.241117
420,420,0.0
420,17248,0.093254
420,18426,0.093254
420,18286,0.13405
420,12474,0.17274
421,14823,0.143538
421,16811,0.160191
421,11709,0.162906
421,1468,0.226445
421,11651,0.250259
422,20265,0.108412
422,20055,0.169816
422,19612,0.173
422,19784,0.227479
422,19840,0.257321
423,702,0.078562
423,13718,0.160626
423,9202,0.189031
423,5658,0.19409
423,13794,0.251912
424,315,0.044478
424,12988,0.10029
424,3254,0.182829
424,12689,0.19336
424,10949,0.224147
425,5702,0.616673
425,94,0.631095
425,18128,0.658565
425,13519,0.990557
425,8162,1.083044
426,5302,0.076105
426,18221,0.082347
426,8923,0.108291
426,4044,0.11654
426,17634,0.150577
427,17046,0.08187
427,14870,0.093172
427,6905,0.279513
427,12514,0.304185
427,15103,0.323112
428,19589,0.164252
428,929,0.259159
428,15357,0.341922
428,17603,0.411717
428,9894,0.411717
429,3866,0.044478
429,67,0.107941
429,11920,0.156043
429,18219,0.224034
429,14796,0.228721
430,6954,0.066717
430,15631,0.163814
430,4828,0.241072
430,12262,0.296297
430,14600,0.379936
431,18174,0.124903
431,611,0.152939
431,15002,0.17988
431,2213,0.192972
431,17357,0.207936
432,13910,0.255748
432,14569,0.318934
432,9619,0.335373
432,17862,0.41585
432,14335,0.450578
433,4556,0.082376
433,1975,0.122314
433,7095,0.143644
433,13739,0.143645
433,10898,0.151049
434,7563,0.087216
434,8708,0.224195
434,16943,0.227525
434,800,0.277559
434,8334,0.293915
435,6777,0.0
435,13422,0.0934
435,186,0.1501
435,14846,0.224386
435,8658,0.232773
436,14185,0.075571
436,10117,0.077836
436,19952,0.077987
436,19230,0.100192
436,20242,0.100192
437,14368,0.156042
437,6691,0.163775
437,9840,0.323826
437,18848,0.69049
437,19454,0.701857
438,15717,1.178273
438,4936,1.314346
438,3331,1.353456
438,13149,1.365043
438,16982,1.36841
439,694,0.087314
439,14394,0.169233
439,14393,0.169233
439,17340,0.193127
439,15106,0.193127
440,11480,0.033358
440,9757,0.075313
440,4122,0.093612
440,14521,0.1343
440,12852,0.143642
441,10717,0.087223
441,9484,0.125079
441,161,0.20836
441,16480,0.224198
441,5603,0.231857
442,14662,0.082358
442,17417,0.116547
442,1659,0.153215
442,9043,0.189031
442,12158,0.208747
443,4492,0.044478
443,9731,0.044478
443,516,0.152189
443,11146,0.153204
443,6410,0.155673
444,9638,0.20884
444,13378,0.233176
444,9364,0.30875
444,12001,0.363718
444,13213,0.453414
445,5675,0.086979
445,17504,0.15317
445,3535,0.15317
445,16938,0.162736
445,2763,0.162736
446,4260,0.074907
446,12521,0.082
446,1143,0.087117
446,1190,0.108026
446,5126,0.108026
447,12089,0.100224
447,12370,0.107946
447,6604,0.111195
447,19568,0.179973
447,13076,0.189031
448,13015,0.022239
448,14178,0.087462
448,16589,0.100611
448,15772,0.125245
448,8864,0.241697
449,6017,0.044478
449,4329,0.108189
449,9488,0.125146
449,17000,0.169245
449,19159,0.208521
450,13162,0.152243
450,18165,0.155673
450,1865,0.234793
450,5457,0.262375
450,15015,0.266605
451,14678,0.16024
451,12698,0.169246
451,11831,0.459408
451,3228,0.647758
451,8354,0.692976
452,2750,0.074931
452,7341,0.078161
452,12396,0.088956
452,15227,0.122314
452,9409,0.122314
453,16736,0.022239
453,15199,0.259097
453,4620,0.307301
453,9405,0.308629
453,13054,0.30945
454,18037,0.077836
454,15491,0.077836
454,1730,0.078282
454,8245,0.082135
454,4491,0.10813
455,14852,0.033358
455,19654,0.122314
455,7709,0.143491
455,19902,0.144553
455,19329,0.144553
456,12125,0.033358
456,19559,0.133434
456,6242,0.1501
456,7723,0.15133
456,10115,0.15299
457,8891,0.116388
457,9804,0.153093
457,14233,0.17282
457,18723,0.234712
457,12582,0.238231
458,830,0.066717
458,2924,0.168789
458,5707,0.225752
458,9503,0.293605
458,179,0.344704
459,5732,0.022239
459,11698,0.108099
459,16893,0.125068
459,2895,0.150435
459,16575,0.16419
460,18716,0.182996
460,20178,0.193185
460,18921,0.213841
460,4759,0.262323
460,9353,0.309265
461,15254,0.08202
461,9964,0.177912
461,5971,0.213716
461,6762,0.225887
461,11034,0.286673
462,7979,0.077836
462,16849,0.100075
462,3389,0.12511
462,1817,0.155673
462,16562,0.213771
463,13038,0.078608
463,13146,0.133434
463,807,0.169697
463,2038,0.21388
463,14765,0.213881
464,19504,0.153757
464,7287,0.200151
464,10619,0.338158
464,16619,0.357727
464,10493,0.4571
465,12987,0.12512
465,666,0.151837
465,12662,0.153117
465,13758,0.16016
465,12966,0.174564
466,9490,0.087181
466,7820,0.088956
466,6458,0.116342
466,5047,0.166792
466,15105,0.172789
467,7099,0.066717
467,977,0.153418
467,4693,0.208136
467,3983,0.224146
467,13804,0.224896
468,5213,0.125157
468,6519,0.151957
468,12268,0.225755
468,1084,0.225755
468,9939,0.303912
469,5650,0.055597
469,14557,0.230213
469,11024,0.24276
469,8868,0.294536
469,5524,0.402399
470,16291,0.075646
470,7717,0.124954
470,1262,0.156117
470,11759,0.193005
470,6048,0.208062
471,14600,0.077836
471,10260,0.081909
471,13994,0.087031
471,14707,0.149616
471,5869,0.168653
472,472,0.0
472,8324,0.011119
472,19289,0.055597
472,17959,0.088956
472,8525,0.088956
473,13624,0.100075
473,17729,0.100382
473,14436,0.111195
473,17848,0.111195
473,3049,0.168996
474,17634,0.228314
474,18221,0.301152
474,5302,0.301972
474,8923,0.321027
474,4044,0.325046
475,6934,0.087194
475,11872,0.100378
475,4737,0.143477
475,16967,0.203365
475,12665,0.21127
476,1162,0.022239
476,9463,0.087262
476,1362,0.100437
476,18433,0.100437
476,17652,0.108143
477,15528,0.022239
477,11327,0.14351
477,9986,0.193099
477,2093,0.242123
477,11646,0.26175
478,3256,0.078098
478,3241,0.100278
478,9984,0.100279
478,16039,0.124979
478,18594,0.124979
479,6013,0.078527
479,11557,0.183008
479,5124,0.194031
479,2174,0.251814
479,1449,0.274377
480,15713,0.187052
480,17594,0.208617
480,1346,0.208617
480,17464,0.226715
480,16120,0.259343
481,14533,0.076016
481,8237,0.162943
481,17841,0.235253
481,18468,0.242502
481,17229,0.242502
482,16163,0.0
482,8983,0.033358
482,14365,0.075696
482,15889,0.100286
482,17155,0.151392
483,4333,0.08215
483,615,0.116401
483,2642,0.134164
483,18590,0.150557
483,12475,0.182909
484,3578,0.022239
484,16343,0.082005
484,14597,0.125009
484,17794,0.15024
484,4851,0.15147
485,485,0.0
485,11656,0.077836
485,9572,0.088956
485,18193,0.162762
485,11909,0.232456
486,19094,0.14355
486,19047,0.162916
486,16408,0.172859
486,10460,0.180553
486,2807,0.193128
487,5155,0.224185
487,13880,0.374663
487,8647,0.625043
487,19762,0.675565
487,5206,0.825098
488,19659,0.055597
488,18299,0.306496
488,9871,0.323182
488,6897,0.33723
488,1829,0.340209
489,1739,0.055597
489,11864,0.078236
489,20089,0.078237
489,3627,0.100075
489,14323,0.143482
490,10663,0.081876
490,12343,0.133434
490,12744,0.151189
490,16650,0.152956
490,8821,0.159545
491,16323,0.164701
491,14195,0.228324
491,775,0.233509
491,5418,0.256867
491,14938,0.32032
492,6907,0.093258
492,7678,0.108003
492,3712,0.224621
492,16876,0.225719
492,19053,0.279773
493,332,0.454393
493,8690,0.606329
493,4938,0.607857
493,11503,0.657255
493,8183,0.673605
494,6082,0.078411
494,13599,0.100522
494,2689,0.100523
494,5065,0.152017
494,12338,0.156822
495,7348,0.100075
495,16644,0.108177
495,9896,0.108177
495,13410,0.225653
495,9659,0.256428
496,14383,0.033358
496,5793,0.066717
496,12366,0.226739
496,1032,0.258822
496,10750,0.293307
497,1020,0.033358
497,3366,0.07517
497,15571,0.229853
497,1303,0.469503
497,16535,0.470348
498,1976,0.075096
498,9218,0.078319
498,6589,0.100075
498,6084,0.116415
498,7336,0.150602
499,5566,0.033358
499,7367,0.087152
